Time(s)   ;dm/dt(kg/s); Mach      ; Vt(m/s)   ; Tt(K)
     0.000;      0.000;      0.000;      0.000;   2179.000
     0.020;      0.001;      0.018;     18.101;   2178.922
     0.040;      0.001;      0.020;     19.897;   2178.906
     0.060;      0.001;      0.015;     15.622;   2178.942
     0.080;      0.001;      0.014;     14.677;   2178.949
     0.100;      0.001;      0.021;     21.257;   2178.892
     0.120;      0.002;      0.028;     28.642;   2178.804
     0.140;      0.002;      0.029;     29.856;   2178.788
     0.160;      0.002;      0.025;     25.437;   2178.846
     0.180;      0.002;      0.032;     32.983;   2178.741
     0.200;      0.003;      0.038;     38.818;   2178.641
     0.220;      0.003;      0.039;     39.497;   2178.628
     0.240;      0.003;      0.040;     40.855;   2178.602
     0.260;      0.003;      0.043;     43.664;   2178.546
     0.280;      0.004;      0.049;     50.028;   2178.404
     0.300;      0.004;      0.049;     50.055;   2178.403
     0.320;      0.003;      0.047;     47.825;   2178.455
     0.340;      0.004;      0.050;     51.147;   2178.377
     0.360;      0.004;      0.056;     56.856;   2178.230
     0.380;      0.004;      0.059;     60.449;   2178.129
     0.400;      0.005;      0.063;     64.689;   2178.003
     0.420;      0.005;      0.065;     66.815;   2177.936
     0.440;      0.005;      0.071;     72.914;   2177.733
     0.460;      0.006;      0.079;     80.950;   2177.439
     0.480;      0.006;      0.084;     85.868;   2177.243
     0.500;      0.006;      0.089;     90.835;   2177.034
     0.520;      0.007;      0.095;     96.916;   2176.762
     0.540;      0.007;      0.103;    104.841;   2176.381
     0.560;      0.008;      0.109;    111.065;   2176.061
     0.580;      0.008;      0.115;    117.676;   2175.700
     0.600;      0.009;      0.121;    123.117;   2175.388
     0.620;      0.009;      0.127;    129.330;   2175.014
     0.640;      0.010;      0.132;    134.651;   2174.679
     0.660;      0.010;      0.136;    139.115;   2174.388
     0.680;      0.010;      0.140;    142.836;   2174.138
     0.700;      0.010;      0.145;    147.861;   2173.789
     0.720;      0.011;      0.148;    151.302;   2173.544
     0.740;      0.011;      0.150;    153.193;   2173.407
     0.760;      0.011;      0.153;    156.143;   2173.189
     0.780;      0.011;      0.155;    158.469;   2173.015
     0.800;      0.011;      0.158;    160.731;   2172.842
     0.820;      0.012;      0.160;    163.199;   2172.652
     0.840;      0.012;      0.162;    164.837;   2172.524
     0.860;      0.012;      0.163;    166.674;   2172.378
     0.880;      0.012;      0.165;    168.202;   2172.256
     0.900;      0.012;      0.166;    169.779;   2172.129
     0.920;      0.012;      0.168;    171.891;   2171.957
     0.940;      0.012;      0.170;    173.750;   2171.804
     0.960;      0.012;      0.170;    173.680;   2171.810
     0.980;      0.012;      0.170;    173.922;   2171.790
     1.000;      0.012;      0.171;    174.719;   2171.723
     1.020;      0.013;      0.173;    176.924;   2171.538
     1.040;      0.013;      0.175;    178.385;   2171.415
     1.060;      0.013;      0.177;    180.290;   2171.252
     1.080;      0.013;      0.179;    182.535;   2171.057
     1.100;      0.013;      0.181;    184.168;   2170.915
     1.120;      0.013;      0.182;    185.293;   2170.815
     1.140;      0.013;      0.184;    187.485;   2170.620
     1.160;      0.013;      0.186;    189.736;   2170.418
     1.180;      0.014;      0.188;    192.259;   2170.188
     1.200;      0.014;      0.190;    193.928;   2170.034
     1.220;      0.014;      0.191;    195.226;   2169.914
     1.240;      0.014;      0.194;    197.452;   2169.705
     1.260;      0.014;      0.195;    199.002;   2169.558
     1.280;      0.014;      0.196;    200.120;   2169.452
     1.300;      0.015;      0.208;    212.049;   2168.279
     1.320;      0.016;      0.215;    218.936;   2167.570
     1.340;      0.016;      0.215;    218.970;   2167.567
     1.360;      0.016;      0.215;    219.272;   2167.535
     1.380;      0.016;      0.216;    220.351;   2167.422
     1.400;      0.016;      0.217;    221.798;   2167.269
     1.420;      0.016;      0.220;    224.827;   2166.946
     1.440;      0.016;      0.223;    227.328;   2166.676
     1.460;      0.016;      0.224;    228.081;   2166.595
     1.480;      0.016;      0.226;    230.757;   2166.301
     1.500;      0.016;      0.220;    224.355;   2166.997
     1.520;      0.016;      0.217;    221.262;   2167.326
     1.540;      0.016;      0.220;    223.997;   2167.035
     1.560;      0.016;      0.223;    228.004;   2166.603
     1.580;      0.016;      0.225;    229.590;   2166.430
     1.600;      0.016;      0.227;    232.088;   2166.154
     1.620;      0.016;      0.228;    232.448;   2166.114
     1.640;      0.016;      0.227;    231.346;   2166.236
     1.660;      0.016;      0.228;    232.483;   2166.111
     1.680;      0.016;      0.228;    232.727;   2166.083
     1.700;      0.016;      0.226;    230.686;   2166.309
     1.720;      0.016;      0.226;    231.034;   2166.271
     1.740;      0.016;      0.227;    231.454;   2166.225
     1.760;      0.016;      0.226;    230.277;   2166.354
     1.780;      0.016;      0.225;    229.746;   2166.413
     1.800;      0.016;      0.225;    229.099;   2166.483
     1.820;      0.016;      0.223;    227.426;   2166.666
     1.840;      0.016;      0.223;    227.986;   2166.605
     1.860;      0.016;      0.224;    228.542;   2166.544
     1.880;      0.016;      0.223;    227.218;   2166.688
     1.900;      0.016;      0.224;    228.314;   2166.569
     1.920;      0.016;      0.225;    229.931;   2166.392
     1.940;      0.016;      0.226;    230.077;   2166.376
     1.960;      0.016;      0.227;    231.434;   2166.227
     1.980;      0.017;      0.229;    233.987;   2165.943
     2.000;      0.017;      0.231;    235.520;   2165.771
     2.020;      0.017;      0.233;    238.119;   2165.477
     2.040;      0.017;      0.236;    240.734;   2165.178
     2.060;      0.017;      0.237;    241.611;   2165.077
     2.080;      0.017;      0.240;    244.380;   2164.756
     2.100;      0.018;      0.242;    247.134;   2164.433
     2.120;      0.018;      0.243;    248.422;   2164.280
     2.140;      0.018;      0.246;    251.131;   2163.957
     2.160;      0.018;      0.249;    253.655;   2163.653
     2.180;      0.018;      0.250;    255.189;   2163.466
     2.200;      0.018;      0.252;    257.004;   2163.244
     2.220;      0.018;      0.254;    259.037;   2162.994
     2.240;      0.018;      0.255;    259.903;   2162.886
     2.260;      0.019;      0.257;    262.053;   2162.618
     2.280;      0.019;      0.259;    264.646;   2162.292
     2.300;      0.019;      0.260;    265.731;   2162.155
     2.320;      0.019;      0.261;    266.695;   2162.032
     2.340;      0.019;      0.263;    268.315;   2161.825
     2.360;      0.019;      0.264;    269.314;   2161.696
     2.380;      0.019;      0.265;    270.737;   2161.513
     2.400;      0.019;      0.268;    273.267;   2161.184
     2.420;      0.019;      0.269;    274.056;   2161.081
     2.440;      0.020;      0.270;    275.049;   2160.951
     2.460;      0.020;      0.271;    276.744;   2160.727
     2.480;      0.020;      0.273;    278.149;   2160.541
     2.500;      0.020;      0.274;    279.391;   2160.375
     2.520;      0.020;      0.276;    281.926;   2160.035
     2.540;      0.020;      0.277;    283.066;   2159.881
     2.560;      0.020;      0.278;    283.747;   2159.789
     2.580;      0.020;      0.280;    285.257;   2159.584
     2.600;      0.020;      0.281;    286.303;   2159.441
     2.620;      0.020;      0.282;    287.599;   2159.263
     2.640;      0.021;      0.284;    289.661;   2158.979
     2.660;      0.021;      0.285;    290.858;   2158.812
     2.680;      0.021;      0.286;    291.341;   2158.745
     2.700;      0.021;      0.287;    292.646;   2158.563
     2.720;      0.021;      0.287;    292.630;   2158.565
     2.740;      0.021;      0.287;    292.745;   2158.549
     2.760;      0.021;      0.288;    294.280;   2158.334
     2.780;      0.021;      0.289;    295.061;   2158.224
     2.800;      0.021;      0.289;    295.114;   2158.216
     2.820;      0.021;      0.290;    296.365;   2158.039
     2.840;      0.021;      0.291;    296.503;   2158.020
     2.860;      0.021;      0.291;    296.758;   2157.984
     2.880;      0.021;      0.292;    297.465;   2157.883
     2.900;      0.021;      0.292;    297.919;   2157.818
     2.920;      0.021;      0.292;    298.420;   2157.747
     2.940;      0.021;      0.294;    300.353;   2157.470
     2.960;      0.021;      0.295;    301.100;   2157.363
     2.980;      0.021;      0.295;    301.022;   2157.374
     3.000;      0.021;      0.296;    301.784;   2157.264
     3.020;      0.021;      0.296;    302.167;   2157.209
     3.040;      0.022;      0.297;    303.073;   2157.078
     3.060;      0.022;      0.298;    304.233;   2156.909
     3.080;      0.022;      0.299;    305.113;   2156.781
     3.100;      0.022;      0.299;    305.586;   2156.712
     3.120;      0.022;      0.300;    306.464;   2156.584
     3.140;      0.022;      0.301;    306.795;   2156.535
     3.160;      0.022;      0.301;    307.403;   2156.446
     3.180;      0.022;      0.303;    308.873;   2156.229
     3.200;      0.022;      0.304;    309.860;   2156.083
     3.220;      0.022;      0.304;    310.211;   2156.031
     3.240;      0.022;      0.305;    311.241;   2155.878
     3.260;      0.022;      0.305;    311.408;   2155.853
     3.280;      0.022;      0.305;    311.438;   2155.849
     3.300;      0.022;      0.306;    312.336;   2155.715
     3.320;      0.022;      0.307;    313.266;   2155.576
     3.340;      0.022;      0.307;    312.838;   2155.640
     3.360;      0.022;      0.307;    313.388;   2155.557
     3.380;      0.022;      0.308;    313.884;   2155.483
     3.400;      0.022;      0.307;    313.328;   2155.566
     3.420;      0.022;      0.307;    313.703;   2155.510
     3.440;      0.022;      0.308;    314.324;   2155.417
     3.460;      0.022;      0.309;    314.844;   2155.338
     3.480;      0.022;      0.309;    315.407;   2155.254
     3.500;      0.023;      0.310;    316.249;   2155.126
     3.520;      0.023;      0.310;    316.624;   2155.070
     3.540;      0.023;      0.311;    317.468;   2154.942
     3.560;      0.023;      0.311;    317.718;   2154.904
     3.580;      0.023;      0.311;    317.733;   2154.901
     3.600;      0.023;      0.312;    318.595;   2154.770
     3.620;      0.023;      0.313;    319.379;   2154.651
     3.640;      0.023;      0.313;    318.938;   2154.718
     3.660;      0.023;      0.313;    319.367;   2154.652
     3.680;      0.023;      0.314;    320.249;   2154.517
     3.700;      0.023;      0.314;    320.268;   2154.514
     3.720;      0.023;      0.314;    320.462;   2154.485
     3.740;      0.023;      0.315;    321.859;   2154.270
     3.760;      0.023;      0.316;    322.951;   2154.102
     3.780;      0.023;      0.318;    324.104;   2153.923
     3.800;      0.023;      0.319;    325.669;   2153.680
     3.820;      0.023;      0.320;    326.844;   2153.496
     3.840;      0.023;      0.321;    327.890;   2153.333
     3.860;      0.023;      0.322;    328.761;   2153.196
     3.880;      0.023;      0.322;    328.542;   2153.230
     3.900;      0.023;      0.323;    329.435;   2153.090
     3.920;      0.024;      0.324;    330.507;   2152.920
     3.940;      0.024;      0.324;    330.475;   2152.925
     3.960;      0.024;      0.324;    330.853;   2152.866
     3.980;      0.024;      0.324;    331.000;   2152.842
     4.000;      0.024;      0.324;    330.767;   2152.879
     4.020;      0.023;      0.323;    329.526;   2153.075
     4.040;      0.023;      0.323;    329.307;   2153.110
     4.060;      0.023;      0.323;    329.487;   2153.081
     4.080;      0.024;      0.323;    330.019;   2152.997
     4.100;      0.024;      0.323;    329.671;   2153.052
     4.120;      0.023;      0.323;    329.107;   2153.141
     4.140;      0.023;      0.322;    328.893;   2153.175
     4.160;      0.023;      0.322;    328.850;   2153.182
     4.180;      0.023;      0.322;    328.215;   2153.282
     4.200;      0.023;      0.320;    327.007;   2153.471
     4.220;      0.023;      0.321;    327.921;   2153.328
     4.240;      0.023;      0.322;    328.459;   2153.243
     4.260;      0.023;      0.322;    328.158;   2153.290
     4.280;      0.023;      0.322;    328.357;   2153.259
     4.300;      0.023;      0.323;    329.346;   2153.104
     4.320;      0.023;      0.323;    329.356;   2153.102
     4.340;      0.023;      0.323;    329.307;   2153.110
     4.360;      0.023;      0.322;    328.698;   2153.206
     4.380;      0.023;      0.322;    328.789;   2153.191
     4.400;      0.023;      0.323;    329.439;   2153.089
     4.420;      0.023;      0.323;    329.609;   2153.062
     4.440;      0.024;      0.324;    330.755;   2152.881
     4.460;      0.024;      0.324;    330.791;   2152.875
     4.480;      0.024;      0.324;    330.636;   2152.900
     4.500;      0.024;      0.323;    330.019;   2152.997
     4.520;      0.023;      0.323;    329.599;   2153.064
     4.540;      0.024;      0.323;    329.896;   2153.017
     4.560;      0.024;      0.324;    330.706;   2152.889
     4.580;      0.024;      0.325;    331.282;   2152.798
     4.600;      0.024;      0.325;    331.660;   2152.738
     4.620;      0.024;      0.325;    331.792;   2152.717
     4.640;      0.024;      0.325;    331.258;   2152.801
     4.660;      0.024;      0.326;    332.251;   2152.644
     4.680;      0.024;      0.326;    332.778;   2152.560
     4.700;      0.024;      0.326;    332.850;   2152.548
     4.720;      0.024;      0.327;    333.667;   2152.418
     4.740;      0.024;      0.327;    334.014;   2152.363
     4.760;      0.024;      0.327;    333.278;   2152.480
     4.780;      0.024;      0.326;    333.078;   2152.512
     4.800;      0.024;      0.327;    334.022;   2152.361
     4.820;      0.024;      0.328;    334.321;   2152.314
     4.840;      0.024;      0.327;    333.986;   2152.367
     4.860;      0.024;      0.327;    333.498;   2152.445
     4.880;      0.024;      0.327;    333.637;   2152.423
     4.900;      0.024;      0.327;    333.595;   2152.430
     4.920;      0.024;      0.327;    333.857;   2152.388
     4.940;      0.024;      0.328;    334.474;   2152.289
     4.960;      0.024;      0.329;    335.896;   2152.061
     4.980;      0.024;      0.330;    337.197;   2151.851
     5.000;      0.024;      0.331;    337.361;   2151.825
     5.020;      0.024;      0.332;    338.731;   2151.603
     5.040;      0.024;      0.332;    338.482;   2151.644
     5.060;      0.024;      0.331;    337.399;   2151.819
     5.080;      0.024;      0.330;    336.678;   2151.935
     5.100;      0.024;      0.331;    337.541;   2151.796
     5.120;      0.024;      0.333;    339.712;   2151.444
     5.140;      0.024;      0.334;    340.562;   2151.306
     5.160;      0.024;      0.333;    339.821;   2151.426
     5.180;      0.024;      0.332;    338.574;   2151.629
     5.200;      0.024;      0.332;    338.381;   2151.660
     5.220;      0.024;      0.331;    338.143;   2151.699
     5.240;      0.024;      0.332;    339.151;   2151.535
     5.260;      0.024;      0.333;    339.954;   2151.405
     5.280;      0.024;      0.334;    340.802;   2151.266
     5.300;      0.024;      0.334;    340.711;   2151.281
     5.320;      0.024;      0.332;    338.708;   2151.607
     5.340;      0.024;      0.331;    337.970;   2151.727
     5.360;      0.024;      0.332;    338.570;   2151.629
     5.380;      0.024;      0.332;    338.935;   2151.570
     5.400;      0.024;      0.332;    338.774;   2151.596
     5.420;      0.024;      0.331;    338.043;   2151.715
     5.440;      0.024;      0.331;    337.554;   2151.794
     5.460;      0.024;      0.332;    338.601;   2151.624
     5.480;      0.024;      0.332;    338.544;   2151.634
     5.500;      0.024;      0.331;    337.929;   2151.733
     5.520;      0.024;      0.331;    338.090;   2151.707
     5.540;      0.024;      0.331;    337.832;   2151.749
     5.560;      0.024;      0.331;    337.712;   2151.768
     5.580;      0.024;      0.331;    338.257;   2151.680
     5.600;      0.024;      0.331;    338.212;   2151.687
     5.620;      0.024;      0.331;    337.807;   2151.753
     5.640;      0.024;      0.331;    337.671;   2151.775
     5.660;      0.024;      0.331;    337.334;   2151.829
     5.680;      0.024;      0.331;    337.347;   2151.827
     5.700;      0.024;      0.331;    337.946;   2151.730
     5.720;      0.024;      0.331;    338.189;   2151.691
     5.740;      0.024;      0.331;    337.844;   2151.747
     5.760;      0.024;      0.331;    337.698;   2151.770
     5.780;      0.024;      0.330;    337.170;   2151.856
     5.800;      0.024;      0.330;    336.978;   2151.887
     5.820;      0.024;      0.330;    337.063;   2151.873
     5.840;      0.024;      0.330;    336.779;   2151.919
     5.860;      0.024;      0.330;    336.739;   2151.925
     5.880;      0.024;      0.330;    336.905;   2151.899
     5.900;      0.024;      0.330;    336.731;   2151.927
     5.920;      0.024;      0.329;    335.871;   2152.065
     5.940;      0.024;      0.329;    335.948;   2152.053
     5.960;      0.024;      0.329;    335.722;   2152.089
     5.980;      0.024;      0.329;    335.319;   2152.154
     6.000;      0.024;      0.328;    334.713;   2152.251
     6.020;      0.024;      0.328;    334.241;   2152.326
     6.040;      0.024;      0.328;    334.630;   2152.264
     6.060;      0.024;      0.328;    334.638;   2152.263
     6.080;      0.024;      0.328;    334.480;   2152.288
     6.100;      0.024;      0.327;    333.966;   2152.370
     6.120;      0.024;      0.328;    334.379;   2152.304
     6.140;      0.024;      0.327;    334.190;   2152.335
     6.160;      0.024;      0.327;    333.727;   2152.409
     6.180;      0.024;      0.327;    333.296;   2152.477
     6.200;      0.024;      0.327;    333.420;   2152.458
     6.220;      0.024;      0.327;    334.142;   2152.342
     6.240;      0.024;      0.328;    334.224;   2152.329
     6.260;      0.024;      0.327;    333.701;   2152.413
     6.280;      0.024;      0.327;    333.605;   2152.428
     6.300;      0.024;      0.327;    333.709;   2152.411
     6.320;      0.024;      0.327;    333.665;   2152.418
     6.340;      0.024;      0.326;    332.924;   2152.537
     6.360;      0.024;      0.326;    333.052;   2152.516
     6.380;      0.024;      0.327;    334.164;   2152.339
     6.400;      0.024;      0.328;    334.552;   2152.277
     6.420;      0.024;      0.327;    333.789;   2152.399
     6.440;      0.024;      0.327;    333.248;   2152.485
     6.460;      0.024;      0.326;    332.742;   2152.566
     6.480;      0.024;      0.325;    332.091;   2152.669
     6.500;      0.024;      0.326;    332.484;   2152.607
     6.520;      0.024;      0.326;    332.722;   2152.569
     6.540;      0.024;      0.326;    332.856;   2152.547
     6.560;      0.024;      0.326;    332.526;   2152.600
     6.580;      0.024;      0.325;    332.127;   2152.663
     6.600;      0.024;      0.325;    331.776;   2152.719
     6.620;      0.024;      0.326;    332.420;   2152.617
     6.640;      0.024;      0.326;    333.082;   2152.511
     6.660;      0.024;      0.327;    333.550;   2152.437
     6.680;      0.024;      0.327;    333.767;   2152.402
     6.700;      0.024;      0.327;    333.819;   2152.394
     6.720;      0.024;      0.327;    333.683;   2152.416
     6.740;      0.024;      0.327;    333.733;   2152.408
     6.760;      0.024;      0.328;    334.325;   2152.313
     6.780;      0.024;      0.328;    334.216;   2152.331
     6.800;      0.024;      0.328;    334.488;   2152.287
     6.820;      0.024;      0.327;    333.945;   2152.374
     6.840;      0.024;      0.327;    333.761;   2152.403
     6.860;      0.024;      0.327;    334.102;   2152.349
     6.880;      0.024;      0.328;    334.355;   2152.308
     6.900;      0.024;      0.327;    333.603;   2152.428
     6.920;      0.024;      0.326;    333.012;   2152.523
     6.940;      0.024;      0.327;    333.639;   2152.423
     6.960;      0.024;      0.326;    332.958;   2152.531
     6.980;      0.024;      0.326;    333.094;   2152.510
     7.000;      0.024;      0.327;    333.270;   2152.482
     7.020;      0.024;      0.327;    333.588;   2152.431
     7.040;      0.024;      0.327;    333.240;   2152.486
     7.060;      0.024;      0.326;    332.173;   2152.656
     7.080;      0.024;      0.325;    331.664;   2152.737
     7.100;      0.024;      0.326;    332.209;   2152.650
     7.120;      0.024;      0.326;    332.630;   2152.583
     7.140;      0.024;      0.325;    331.559;   2152.754
     7.160;      0.024;      0.325;    331.694;   2152.732
     7.180;      0.024;      0.325;    331.193;   2152.812
     7.200;      0.024;      0.324;    330.815;   2152.872
     7.220;      0.024;      0.324;    330.662;   2152.896
     7.240;      0.024;      0.324;    330.690;   2152.891
     7.260;      0.024;      0.324;    331.085;   2152.829
     7.280;      0.024;      0.324;    330.880;   2152.861
     7.300;      0.024;      0.324;    330.527;   2152.917
     7.320;      0.024;      0.323;    330.019;   2152.997
     7.340;      0.024;      0.324;    330.324;   2152.949
     7.360;      0.024;      0.324;    330.166;   2152.974
     7.380;      0.024;      0.324;    330.297;   2152.953
     7.400;      0.024;      0.324;    330.763;   2152.880
     7.420;      0.024;      0.324;    330.900;   2152.858
     7.440;      0.024;      0.324;    330.578;   2152.909
     7.460;      0.024;      0.324;    330.332;   2152.948
     7.480;      0.024;      0.324;    330.487;   2152.923
     7.500;      0.024;      0.324;    330.954;   2152.850
     7.520;      0.024;      0.325;    331.378;   2152.782
     7.540;      0.024;      0.325;    331.159;   2152.817
     7.560;      0.024;      0.324;    330.803;   2152.873
     7.580;      0.024;      0.324;    330.160;   2152.975
     7.600;      0.023;      0.323;    329.259;   2153.117
     7.620;      0.023;      0.322;    329.075;   2153.146
     7.640;      0.023;      0.323;    329.392;   2153.096
     7.660;      0.023;      0.323;    329.413;   2153.093
     7.680;      0.023;      0.322;    329.034;   2153.153
     7.700;      0.023;      0.322;    328.110;   2153.298
     7.720;      0.023;      0.321;    327.221;   2153.437
     7.740;      0.023;      0.321;    327.386;   2153.412
     7.760;      0.023;      0.321;    327.302;   2153.425
     7.780;      0.023;      0.321;    327.703;   2153.362
     7.800;      0.023;      0.321;    327.825;   2153.343
     7.820;      0.023;      0.321;    327.351;   2153.417
     7.840;      0.023;      0.320;    326.597;   2153.535
     7.860;      0.023;      0.320;    326.595;   2153.535
     7.880;      0.023;      0.320;    327.019;   2153.469
     7.900;      0.023;      0.321;    327.290;   2153.427
     7.920;      0.023;      0.321;    327.372;   2153.414
     7.940;      0.023;      0.320;    326.883;   2153.490
     7.960;      0.023;      0.321;    327.135;   2153.451
     7.980;      0.023;      0.321;    327.624;   2153.374
     8.000;      0.023;      0.322;    328.112;   2153.298
     8.020;      0.023;      0.322;    328.591;   2153.223
     8.040;      0.023;      0.323;    329.560;   2153.070
     8.060;      0.024;      0.324;    330.376;   2152.941
     8.080;      0.024;      0.324;    330.414;   2152.935
     8.100;      0.024;      0.324;    330.283;   2152.956
     8.120;      0.024;      0.324;    330.545;   2152.914
     8.140;      0.024;      0.324;    330.847;   2152.866
     8.160;      0.024;      0.325;    331.209;   2152.809
     8.180;      0.024;      0.324;    330.650;   2152.898
     8.200;      0.024;      0.324;    330.382;   2152.940
     8.220;      0.024;      0.323;    329.696;   2153.049
     8.240;      0.023;      0.322;    328.424;   2153.249
     8.260;      0.023;      0.321;    327.058;   2153.463
     8.280;      0.023;      0.320;    326.281;   2153.585
     8.300;      0.023;      0.319;    326.013;   2153.626
     8.320;      0.023;      0.319;    325.784;   2153.662
     8.340;      0.023;      0.319;    325.677;   2153.679
     8.360;      0.023;      0.319;    325.024;   2153.780
     8.380;      0.023;      0.318;    324.901;   2153.799
     8.400;      0.023;      0.317;    323.914;   2153.953
     8.420;      0.023;      0.317;    323.704;   2153.985
     8.440;      0.023;      0.318;    324.042;   2153.933
     8.460;      0.023;      0.318;    324.545;   2153.855
     8.480;      0.023;      0.319;    325.177;   2153.756
     8.500;      0.023;      0.319;    325.163;   2153.759
     8.520;      0.023;      0.318;    324.064;   2153.929
     8.540;      0.023;      0.317;    323.595;   2154.002
     8.560;      0.023;      0.317;    323.358;   2154.039
     8.580;      0.023;      0.317;    323.131;   2154.074
     8.600;      0.023;      0.316;    322.561;   2154.162
     8.620;      0.023;      0.316;    321.953;   2154.256
     8.640;      0.023;      0.315;    321.731;   2154.290
     8.660;      0.023;      0.314;    320.909;   2154.416
     8.680;      0.023;      0.313;    319.830;   2154.582
     8.700;      0.023;      0.313;    319.333;   2154.658
     8.720;      0.023;      0.313;    319.826;   2154.582
     8.740;      0.023;      0.313;    319.791;   2154.588
     8.760;      0.023;      0.313;    319.553;   2154.624
     8.780;      0.023;      0.313;    318.940;   2154.718
     8.800;      0.023;      0.313;    319.461;   2154.638
     8.820;      0.023;      0.313;    319.897;   2154.571
     8.840;      0.023;      0.313;    319.446;   2154.640
     8.860;      0.023;      0.313;    319.039;   2154.703
     8.880;      0.023;      0.312;    318.643;   2154.763
     8.900;      0.023;      0.312;    318.509;   2154.783
     8.920;      0.023;      0.312;    318.545;   2154.778
     8.940;      0.023;      0.313;    318.953;   2154.716
     8.960;      0.023;      0.313;    318.951;   2154.716
     8.980;      0.023;      0.313;    319.179;   2154.681
     9.000;      0.023;      0.313;    319.145;   2154.686
     9.020;      0.023;      0.313;    319.193;   2154.679
     9.040;      0.023;      0.313;    319.337;   2154.657
     9.060;      0.023;      0.314;    319.989;   2154.557
     9.080;      0.023;      0.314;    320.387;   2154.496
     9.100;      0.023;      0.314;    320.082;   2154.543
     9.120;      0.023;      0.314;    320.262;   2154.515
     9.140;      0.023;      0.313;    319.872;   2154.575
     9.160;      0.023;      0.313;    319.596;   2154.617
     9.180;      0.023;      0.313;    319.208;   2154.677
     9.200;      0.023;      0.312;    318.731;   2154.749
     9.220;      0.023;      0.312;    318.362;   2154.806
     9.240;      0.023;      0.312;    318.071;   2154.850
     9.260;      0.023;      0.311;    317.823;   2154.888
     9.280;      0.023;      0.312;    318.006;   2154.860
     9.300;      0.023;      0.312;    318.260;   2154.821
